song,artist,popularity,release_year,danceability,energy,loudness,tempo,key
Put Your Hands Up for Detroit - Radio Edit,Fedde Le Grand,39,2015,0.814,0.923,-4.525,127.919,7
Bonkers,Dizzee Rascal,38,2011,0.624,0.977,-3.34,126.127,11
Sweet Dreams My LA Ex - Radio Edit,Rachel Stevens,38,2003,0.85,0.862,-3.587,130.036,2
Not In Love - Radio Mix,Enrique Iglesias,37,2003,0.762,0.885,-5.096,117.021,0
What's Left Of Me,Nick Lachey,37,2006,0.42,0.742,-5.665,149.965,7
Bounce With Me (feat. Xscape) - Edited Album Version,Bow Wow,36,2000,0.852,0.75,-5.153,72.016,8
With Every Heartbeat,Robyn,36,2005,0.477,0.865,-4.462,120.872,4
Miss You - Main,Aaliyah,36,2002,0.602,0.34,-9.867,109.598,10
Lips Of An Angel,Hinder,35,2019,0.474,0.744,-5.386,129.005,2
You're All I Have,Snow Patrol,35,2006,0.467,0.921,-4.554,132.013,2
Impossible,Shontelle,35,2010,0.599,0.624,-3.631,90.034,8
Boy With Luv (feat. Halsey),BTS,35,2019,0.645,0.862,-4.757,119.991,11
Unchained Melody,Gareth Gates,35,2003,0.368,0.426,-8.049,106.52,10
Switch,Will Smith,34,2020,0.873,0.9,-4.325,102.516,5
Work,Kelly Rowland,34,2010,0.888,0.823,-6.351,102.757,10
Radio,Robbie Williams,33,2004,0.607,0.874,-5.409,130.015,5
Are You With Me - Radio Edit,Lost Frequencies,33,2014,0.776,0.574,-9.882,121.03,5
Rainy Dayz,Mary J. Blige,32,2001,0.412,0.667,-6.997,68.942,6
Starstrukk,3OH!3,32,2010,0.605,0.795,-6.086,139.896,11
Crazy,K-Ci & JoJo,30,2019,0.68,0.644,-4.507,116.097,0
Better Than Me,Hinder,30,2019,0.451,0.682,-5.295,139.913,2
Bananza (Belly Dancer),Akon,28,2004,0.878,0.699,-5.897,104.838,10
Need U (100%) [feat. A*M*E] - Radio Edit,Duke Dumont,27,2013,0.681,0.835,-5.705,124.047,0
Underneath It All,No Doubt,27,2001,0.729,0.731,-4.822,138.202,4
Hella Good,No Doubt,26,2001,0.771,0.665,-3.954,115.142,8
Pop Ya Collar - Radio Edit,Usher,26,2016,0.888,0.8,-3.944,106.957,5
Hey Baby,No Doubt,24,2001,0.705,0.872,-3.557,93.63,11
Lonely,Akon,21,2004,0.629,0.532,-7.88,90.098,5
Summer,Calvin Harris,21,2014,0.603,0.861,-3.565,127.962,4
All Time Low,The Wanted,18,2010,0.689,0.615,-5.022,134.036,8
The Creeps - Fedde Le Grand Radio Mix,Camille Jones,17,2006,0.847,0.861,-6.632,127.894,6
Locked Up,Akon,16,2004,0.818,0.579,-4.475,89.987,7
Gasolina,Daddy Yankee,11,2004,0.857,0.801,-6.499,96.009,0
Homemade Dynamite - REMIX,Lorde,8,2017,0.781,0.548,-4.997,106.996,0
Sweet but Psycho,Ava Max,7,2018,0.719,0.704,-4.724,133.002,1
Wake Me Up,Avicii,6,2013,0.532,0.783,-5.697,124.08,2
do re mi,blackbear,4,2017,0.745,0.593,-6.35,111.002,8
"Baby, I'm Back",Baby Bash,4,2005,0.899,0.365,-5.461,100.01,9
Someone Like You,Adele,4,2011,0.554,0.321,-8.251,135.047,9
So Am I,Ava Max,4,2019,0.682,0.656,-4.67,130.089,6
Seven Nation Army,The White Stripes,3,2003,0.741,0.469,-7.627,123.904,4
Down,Jay Sean,3,2009,0.657,0.695,-4.493,65.997,2
Bartender (feat. Akon),T-Pain,3,2007,0.675,0.394,-8.539,104.987,8
Into You,Ariana Grande,3,2016,0.623,0.734,-5.948,107.853,9
Sail,AWOLNATION,2,2011,0.825,0.435,-9.582,119.038,1
Unwritten,Natasha Bedingfield,2,2004,0.706,0.8,-6.333,100.011,5
Set Fire to the Rain,Adele,2,2011,0.603,0.67,-3.882,107.995,2
Waves - Robin Schulz Radio Edit,Mr. Probz,2,2014,0.829,0.51,-9.334,119.993,5
Do You Remember,Jay Sean,2,2009,0.855,0.668,-4.892,125.846,11
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2,2007,0.451,0.55,-8.137,80.001,1
i'm so tired...,Lauv,2,2019,0.599,0.733,-7.058,102.211,11
Luv U Better,LL Cool J,2,2002,0.668,0.806,-3.9,95.022,6
Hey Brother,Avicii,2,2013,0.545,0.78,-4.867,125.014,7
Rolling in the Deep,Adele,2,2011,0.73,0.77,-5.114,104.948,8
Intro,The xx,2,2009,0.617,0.778,-8.871,100.363,9
Chasing Pavements,Adele,1,2008,0.614,0.47,-6.09,80.045,5
Hello,Adele,1,2015,0.471,0.431,-6.129,157.98,5
6 Foot 7 Foot,Lil Wayne,1,2011,0.364,0.752,-5.429,79.119,2
Me Niego (feat. Ozuna & Wisin),Reik,1,2018,0.777,0.779,-4.449,94.023,0
Sexy Can I feat. Yung Berg,Ray J,1,2008,0.575,0.684,-6.007,172.155,1
No Promises,Shayne Ward,1,2006,0.5,0.498,-6.087,79.798,4
Infinity 2008,Guru Josh Project,1,2011,0.493,0.849,-6.139,127.999,7
Black Magic,Little Mix,1,2015,0.777,0.896,-4.467,111.987,4
Strip That Down,Liam Payne,1,2017,0.869,0.485,-5.595,106.028,6
Goodbyes (Feat. Young Thug),Post Malone,1,2019,0.58,0.653,-3.818,150.231,5
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,1,2015,0.676,0.615,-7.534,163.993,6
Kill This Love,BLACKPINK,1,2019,0.738,0.861,-4.141,131.98,2
Turn Off The Light,Nelly Furtado,1,2000,0.587,0.679,-6.26,180.184,2
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,1,2012,0.781,0.526,-6.985,94.992,6
Get Up (Rattle) - Vocal Edit,Bingo Players,1,2013,0.801,0.985,-2.69,127.99,7
L'Amour Toujours,Gigi D'Agostino,1,2011,0.617,0.728,-7.932,139.066,7
Thotiana,Blueface,1,2018,0.906,0.382,-12.89,104.025,10
That's My Goal,Shayne Ward,1,2006,0.286,0.508,-5.966,68.637,2
Easier,5 Seconds of Summer,1,2019,0.505,0.428,-5.604,175.813,5
You Raise Me Up,Westlife,1,2005,0.129,0.358,-6.596,75.048,10
Paper Planes,M.I.A.,1,2007,0.447,0.848,-6.175,172.247,2
"Sit Still, Look Pretty",Daya,1,2016,0.657,0.739,-4.081,181.994,2
Thunder,Imagine Dragons,1,2017,0.6,0.81,-4.749,167.88,0
You Don't Know Me - Radio Edit,Jax Jones,1,2016,0.876,0.669,-6.054,124.007,11
I Need A Dollar,Aloe Blacc,1,2010,0.84,0.482,-7.116,95.498,6
We No Speak Americano (JT Radio Edit),Yolanda Be Cool,1,2010,0.901,0.805,-5.005,124.996,6
Shout Out to My Ex,Little Mix,1,2017,0.773,0.747,-4.061,126.014,5
I'm Like A Bird,Nelly Furtado,1,2000,0.622,0.608,-5.085,89.661,10
Havana (feat. Young Thug),Camila Cabello,1,2017,0.768,0.517,-4.323,104.992,7
Believer,Imagine Dragons,1,2017,0.779,0.787,-4.305,124.982,10
No Limit,G-Eazy,0,2017,0.838,0.771,-3.791,175.957,1
Put Your Hands Up For Detroit - Radio Edit,Fedde Le Grand,0,2015,0.827,0.931,-4.474,127.995,7
Break Free,Ariana Grande,0,2014,0.687,0.702,-5.324,129.956,7
#SELFIE - Original Mix,The Chainsmokers,0,2014,0.789,0.915,-3.263,127.955,0
Papaoutai,Stromae,0,2013,0.733,0.818,-7.222,116.019,10
BUTTERFLY EFFECT,Travis Scott,0,2017,0.763,0.598,-6.865,140.987,11
HUMBLE.,Kendrick Lamar,0,2017,0.906,0.625,-6.779,150.018,1
Proper Education - Radio Edit,Eric Prydz,0,2007,0.537,0.937,-4.543,124.938,0
More Than You Know,Axwell /\ Ingrosso,0,2017,0.645,0.741,-4.989,123.07,5
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,0,2005,0.731,0.368,-10.38,145.171,8
Him & I,G-Eazy,0,2017,0.589,0.731,-6.343,87.908,2
Can't Be Tamed,Miley Cyrus,0,2010,0.63,0.91,-2.919,116.98,11
Cold (feat. Future),Maroon 5,0,2017,0.697,0.716,-6.288,99.905,9
Attention,Charlie Puth,0,2017,0.774,0.626,-4.432,100.041,3
Wings,Little Mix,0,2012,0.738,0.875,-3.141,114.962,7
Up (feat. Demi Lovato),Olly Murs,0,2014,0.69,0.845,-4.676,114.948,9
I'm Sprung,T-Pain,0,2005,0.722,0.329,-11.617,99.991,0
It's Like That,Mariah Carey,0,2005,0.8,0.633,-4.875,95.953,8
Live While We're Young,One Direction,0,2012,0.658,0.837,-2.063,126.015,2
C'Mon,Kesha,0,2012,0.558,0.781,-5.448,126.025,1
Against All Odds (Take A Look at Me Now) (feat. Westlife),Mariah Carey,0,2011,0.471,0.514,-5.599,117.338,1
Red Lights,Tiësto,0,2013,0.653,0.829,-4.783,124.989,10
Battle Scars (feat. Lupe Fiasco),Guy Sebastian,0,2012,0.61,0.863,-2.632,83.993,5
Bottoms Up (feat. Nicki Minaj),Trey Songz,0,2010,0.845,0.601,-5.283,74.008,1
Wasted,Tiësto,0,2014,0.645,0.832,-5.595,112.028,2
Man Of The Year,ScHoolboy Q,0,2014,0.743,0.861,-5.234,111.959,3
See You Again,Miley Cyrus,0,2007,0.692,0.911,-5.098,138.975,9
Danza Kuduro (feat. Don Omar),Lucenzo,0,2011,0.622,0.942,-6.365,130.003,7
Don't Forget About Us - Radio Edit,Mariah Carey,0,2005,0.7,0.529,-6.816,143.555,10
Rock The Boat,Aaliyah,0,2019,0.641,0.72,-5.209,92.988,5
Clarity,Zedd,0,2012,0.523,0.78,-3.464,128.006,8
Fine China,Chris Brown,0,2013,0.659,0.735,-4.758,104.038,10
Passionfruit,Drake,0,2017,0.809,0.463,-11.377,111.98,11
Friends (with BloodPop®),Justin Bieber,0,2017,0.744,0.739,-5.35,104.99,8
Unconditionally,Katy Perry,0,2013,0.555,0.729,-4.813,129.003,7
Power Trip (feat. Miguel),J. Cole,0,2013,0.667,0.61,-7.054,99.991,1
Look Right Through - MK Vocal Edit,Storm Queen,0,2014,0.832,0.815,-8.035,119.995,0
Bonfire Heart,James Blunt,0,2013,0.575,0.821,-5.7,118.021,0
3005,Childish Gambino,0,2013,0.681,0.463,-6.542,82.92,6
Here's to Never Growing Up,Avril Lavigne,0,2013,0.483,0.871,-3.084,164.986,0
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,0,2016,0.735,0.451,-8.374,117.973,0
Danger! High Voltage - Soulchild Radio Mix,Electric Six,0,2003,0.66,0.698,-4.722,123.005,11
Weak,AJR,0,2017,0.673,0.637,-4.518,123.98,5
Lust for Life (with The Weeknd),Lana Del Rey,0,2017,0.499,0.676,-8.618,99.979,0
Years - ラジオ・エディット,Alesso,0,2012,0.37,0.823,-6.245,128.008,2
Collard Greens,ScHoolboy Q,0,2014,0.826,0.571,-4.871,153.972,11
Reggaetón Lento (Remix),CNCO,0,2017,0.623,0.909,-3.079,93.984,4
There's Nothing Holdin' Me Back,Shawn Mendes,0,2017,0.857,0.8,-4.035,121.996,2
Black Skinhead,Kanye West,0,2013,0.578,0.825,-6.107,130.089,1
U + Ur Hand,P!nk,0,2006,0.709,0.891,-3.688,141.04,0
Maps,Maroon 5,0,2014,0.737,0.723,-5.51,120.003,1
Safe And Sound,Capital Cities,0,2013,0.652,0.783,-4.829,117.952,0
Solo Dance,Martin Jensen,0,2016,0.744,0.836,-2.396,114.965,6
Work B**ch,Britney Spears,0,2013,0.63,0.816,-6.535,128.012,9
Mercy,Shawn Mendes,0,2017,0.561,0.674,-4.882,148.127,4
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,0,2017,0.839,0.81,-5.274,129.014,5
Animals - Radio Edit,Martin Garrix,0,2013,0.593,0.914,-5.351,128.015,1
DNA.,Kendrick Lamar,0,2017,0.636,0.517,-6.759,139.928,0
We Fly High,Jim Jones,0,2006,0.685,0.8,-6.564,120.226,1
Rumour Has It,Adele,0,2011,0.612,0.748,-5.014,120.052,0
Sugar,Maroon 5,0,2014,0.744,0.783,-7.077,120.042,1
Here,Alessia Cara,0,2015,0.379,0.799,-4.031,120.892,0
Super Bass,Nicki Minaj,0,2010,0.72,0.861,-4.339,126.991,11
On My Mind,Ellie Goulding,0,2015,0.699,0.688,-6.607,154.943,2
Never Be Like You,Flume,0,2016,0.443,0.558,-5.436,116.838,0
LUV,Tory Lanez,0,2016,0.688,0.541,-8.128,95.109,11
I Want You To Know,Zedd,0,2015,0.561,0.877,-2.215,130.003,9
What You Know,Two Door Cinema Club,0,2010,0.55,0.753,-4.003,139.048,6
Electric Love,BØRNS,0,2015,0.373,0.858,-6.536,120.063,6
Cold Water (feat. Justin Bieber & MØ),Major Lazer,0,2016,0.608,0.798,-5.092,92.943,6
Perfect Strangers,Jonas Blue,0,2016,0.742,0.819,-5.307,117.986,1
Who Knew,P!nk,0,2006,0.688,0.734,-4.569,140.004,9
Starboy,The Weeknd,0,2016,0.681,0.594,-7.028,186.054,7
Life is a Highway,Rascal Flatts,0,2006,0.561,0.936,-5.409,103.055,5
Middle,DJ Snake,0,2016,0.611,0.7,-5.331,104.981,9
Love Yourself,Justin Bieber,0,2015,0.609,0.378,-9.828,100.418,4
Love,Musiq Soulchild,0,2000,0.569,0.385,-9.919,99.738,1
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,0,2016,0.79,0.705,-4.684,121.969,0
Body (feat. brando),Loud Luxury,0,2017,0.752,0.764,-4.399,121.958,1
Dancing On My Own,Robyn,0,2010,0.687,0.865,-4.663,117.015,6
Hurts So Good,Astrid S,0,2016,0.672,0.589,-5.008,120.036,7
I'm In Control,AlunaGeorge,0,2016,0.734,0.847,-3.713,104.013,11
Can't Believe It (feat. Lil' Wayne),T-Pain,0,2008,0.648,0.516,-8.869,89.828,10
Romeo,Basement Jaxx,0,2001,0.713,0.829,-4.171,126.853,2
Dangerous Woman,Ariana Grande,0,2016,0.677,0.604,-5.32,134.052,7
Sex,Cheat Codes,0,2016,0.51,0.692,-5.825,102.42,0
The Rose,Westlife,0,2006,0.272,0.203,-9.706,109.581,9
Cool Girl,Tove Lo,0,2016,0.674,0.71,-7.042,101.983,9
Side To Side,Ariana Grande,0,2016,0.648,0.738,-5.883,159.145,6
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0,2007,0.698,0.844,-4.789,105.828,1
Despacito (Featuring Daddy Yankee),Luis Fonsi,0,2017,0.66,0.786,-4.757,177.833,2
Good For You,Selena Gomez,0,2015,0.6,0.676,-6.447,88.928,5
Mr. Saxobeat,Alexandra Stan,0,2011,0.726,0.931,-4.152,126.976,11
Seek Bromance - Avicii’s Vocal Edit,Tim Berg,0,2010,0.515,0.837,-2.552,126.026,11
Oblivion,Grimes,0,2012,0.697,0.529,-8.838,155.974,2
Geronimo,Sheppard,0,2014,0.707,0.771,-6.275,142.016,7
Wrapped Up (feat. Travie McCoy),Olly Murs,0,2014,0.787,0.848,-4.696,121.989,1
Dance Again,Jennifer Lopez,0,2012,0.797,0.867,-5.242,127.974,11
Jealous - Remix,Nick Jonas,0,2014,0.685,0.709,-3.578,93.047,11
Million Voices - Radio Edit,Otto Knows,0,2012,0.582,0.894,-6.298,125.946,8
Mad Love,Mabel,0,2019,0.631,0.803,-2.974,198.065,0
Touch My Body,Mariah Carey,0,2008,0.715,0.665,-7.736,78.502,4
Ai Se Eu Te Pego - Live,Michel Teló,0,2012,0.676,0.935,-4.55,96.055,11
Cool for the Summer,Demi Lovato,0,2015,0.586,0.613,-5.593,114.101,5
Point Of View - Radio Edit,DB Boulevard,0,2018,0.676,0.715,-6.854,129.006,6
212,Azealia Banks,0,2014,0.847,0.769,-5.761,126.017,11
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,0,2012,0.821,0.676,-6.366,119.012,3
Ophelia,The Lumineers,0,2016,0.664,0.576,-6.429,76.026,5
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,0,2019,0.894,0.511,-4.768,120.08,2
Ain't It Funny,Jennifer Lopez,0,2001,0.707,0.869,-4.525,99.825,5
Troublemaker (feat. Flo Rida),Olly Murs,0,2012,0.762,0.863,-3.689,106.008,0
In The Night,The Weeknd,0,2015,0.48,0.682,-4.94,167.939,7
Lush Life,Zara Larsson,0,2015,0.658,0.741,-2.86,98.024,7
King,Years & Years,0,2015,0.559,0.848,-4.125,119.977,4
Go Let It Out,Oasis,0,2000,0.408,0.849,-5.631,84.192,2
Watch Me (Whip / Nae Nae),Silentó,0,2015,0.819,0.768,-8.522,139.982,8
Everytime We Touch - Radio Edit,Cascada,0,2011,0.64,0.977,-5.369,142.019,8
How To Love,Lil Wayne,0,2011,0.644,0.661,-6.093,153.992,11
Stupid Girls,P!nk,0,2006,0.683,0.886,-5.045,100.04,4
Good Luck,Basement Jaxx,0,2003,0.571,0.968,-3.092,154.07,5
Beat Again - Radio Edit,JLS,0,2009,0.894,0.93,-4.577,120.02,11
Symphony (feat. Zara Larsson),Clean Bandit,0,2017,0.718,0.609,-4.699,122.95,0
Die With A Smile,Lady Gaga,100,2024,0.521,0.592,-7.777,157.969,6
APT.,ROSÉ,98,2024,0.777,0.783,-4.477,149.027,0
BIRDS OF A FEATHER,Billie Eilish,97,2024,0.747,0.507,-10.171,104.978,2
"Good Luck, Babe!",Chappell Roan,94,2024,0.7,0.582,-5.96,116.712,11
Taste,Sabrina Carpenter,93,2024,0.674,0.907,-4.086,112.964,3
Bed Chem,Sabrina Carpenter,90,2024,0.739,0.727,-5.968,94.99,11
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,89,2023,0.264,0.64,-6.221,84.828,8
Lose Control,Teddy Swims,89,2023,0.561,0.604,-4.409,159.92,9
HOT TO GO!,Chappell Roan,89,2023,0.742,0.757,-4.981,139.982,6
Espresso,Sabrina Carpenter,88,2024,0.699,0.776,-5.282,103.963,0
Please Please Please,Sabrina Carpenter,88,2024,0.669,0.586,-6.073,107.071,9
Diet Pepsi,Addison Rae,88,2024,0.669,0.561,-6.538,150.069,10
Blinding Lights,The Weeknd,87,2020,0.513,0.73,-5.94,171.001,1
Juno,Sabrina Carpenter,87,2024,0.633,0.725,-4.257,130.504,5
Good Graces,Sabrina Carpenter,86,2024,0.758,0.759,-5.315,126.012,5
we can't be friends (wait for your love),Ariana Grande,86,2024,0.645,0.646,-8.334,115.842,5
Nonsense,Sabrina Carpenter,86,2022,0.74,0.697,-4.912,138.992,8
Big Dawgs,Hanumankind,86,2024,0.464,0.745,-3.202,180.098,4
LUNCH,Billie Eilish,86,2024,0.893,0.4,-7.981,124.987,11
greedy,Tate McRae,86,2023,0.749,0.729,-3.19,111.004,6
Kill Bill,SZA,86,2022,0.644,0.735,-5.747,88.98,8
I'm Good (Blue),David Guetta,85,2022,0.561,0.965,-3.673,128.04,7
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,85,2023,0.391,0.084,-17.843,79.449,0
Feather,Sabrina Carpenter,85,2023,0.791,0.694,-4.332,123.508,6
I Had Some Help (Feat. Morgan Wallen),Post Malone,84,2024,0.638,0.855,-4.86,127.986,7
A Bar Song (Tipsy),Shaboozey,84,2024,0.722,0.706,-4.857,80.969,9
Water,Tyla,84,2023,0.673,0.722,-3.495,117.187,3
i like the way you kiss me,Artemas,84,2024,0.599,0.946,-4.263,151.647,11
I Don't Wanna Wait,David Guetta,84,2024,0.681,0.714,-4.617,129.976,1
Red Wine Supernova,Chappell Roan,84,2023,0.657,0.82,-4.448,124.041,9
Save Your Tears,The Weeknd,84,2020,0.679,0.825,-5.487,118.049,0
cardigan,Taylor Swift,83,2020,0.613,0.581,-8.588,130.033,0
Ghost,Justin Bieber,83,2021,0.601,0.741,-5.569,153.96,2
Say Yes To Heaven,Lana Del Rey,83,2023,0.485,0.348,-11.576,99.898,6
vampire,Olivia Rodrigo,83,2023,0.484,0.53,-5.821,136.848,5
august,Taylor Swift,83,2020,0.532,0.623,-9.208,89.937,5
The Sound of Silence - CYRIL Remix,Disturbed,83,2024,0.68,0.721,-4.379,125.963,6
Shivers,Ed Sheeran,83,2021,0.788,0.859,-2.724,141.02,2
deja vu,Olivia Rodrigo,83,2021,0.442,0.612,-7.222,180.917,2
good 4 u,Olivia Rodrigo,82,2021,0.563,0.664,-5.044,166.928,9
Woman,Doja Cat,82,2021,0.824,0.764,-4.175,107.998,5
Happier Than Ever,Billie Eilish,82,2021,0.332,0.225,-8.697,81.055,0
BLUE,Billie Eilish,82,2024,0.349,0.337,-10.671,142.01,7
Belong Together,Mark Ambor,82,2024,0.646,0.668,-5.203,90.969,2
the boy is mine,Ariana Grande,82,2024,0.795,0.63,-5.854,97.998,7
drivers license,Olivia Rodrigo,82,2021,0.561,0.431,-8.81,143.875,10
I WANNA BE YOUR SLAVE,Måneskin,81,2021,0.75,0.608,-4.008,132.507,1
Anti-Hero,Taylor Swift,81,2022,0.633,0.648,-6.645,96.888,4
Bad Habit,Steve Lacy,81,2022,0.686,0.494,-7.093,168.946,1
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,81,2022,0.716,0.613,-6.018,97.914,1
Bones,Imagine Dragons,81,2022,0.772,0.75,-3.67,114.061,5
Houdini,Eminem,81,2024,0.936,0.887,-2.76,127.003,9
Made You Look,Meghan Trainor,80,2022,0.834,0.522,-3.574,145.035,10
Dance The Night - From Barbie The Album,Dua Lipa,80,2023,0.671,0.845,-4.93,110.056,11
Levitating (feat. DaBaby),Dua Lipa,79,2020,0.702,0.825,-3.787,102.977,6
I Ain't Worried,OneRepublic,79,2022,0.704,0.797,-5.927,139.994,0
Calm Down (with Selena Gomez),Rema,79,2022,0.801,0.806,-5.206,106.999,11
Bad Habits,Ed Sheeran,79,2021,0.807,0.893,-3.745,126.011,11
Cold Heart - PNAU Remix,Elton John,79,2021,0.796,0.798,-6.312,116.032,1
positions,Ariana Grande,78,2020,0.737,0.802,-4.771,144.015,0
Stuck with U (with Justin Bieber),Ariana Grande,78,2020,0.597,0.45,-6.658,178.765,8
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,78,2021,0.677,0.696,-6.181,90.03,0
Let The Light In (feat. Father John Misty),Lana Del Rey,78,2023,0.335,0.44,-9.748,132.449,9
Paint The Town Red,Doja Cat,78,2023,0.868,0.538,-8.603,99.968,5
STAY (with Justin Bieber),The Kid LAROI,78,2021,0.591,0.764,-5.484,169.928,1
Lil Boo Thang,Paul Russell,78,2023,0.85,0.699,-3.292,114.481,0
Glimpse of Us,Joji,77,2022,0.44,0.317,-9.258,169.914,8
Kings & Queens,Ava Max,77,2020,0.637,0.69,-4.057,129.857,1
Unholy (feat. Kim Petras),Sam Smith,77,2022,0.719,0.454,-7.384,131.007,2
Leave Before You Love Me (with Jonas Brothers),Marshmello,77,2021,0.721,0.738,-4.77,119.976,7
"You're On Your Own, Kid",Taylor Swift,76,2022,0.696,0.39,-10.331,120.032,2
Ferrari,James Hype,76,2022,0.847,0.69,-7.877,125.004,1
Late Night Talking,Harry Styles,76,2022,0.714,0.728,-4.595,114.996,10
champagne problems,Taylor Swift,76,2020,0.462,0.24,-12.077,171.319,0
Guilty as Sin?,Taylor Swift,76,2024,0.626,0.428,-8.374,94.95,2
Until I Found You,Stephen Sanchez,76,2021,0.539,0.508,-6.05,101.358,10
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,76,2023,0.842,0.745,-4.231,122.06,2
So High School,Taylor Swift,76,2024,0.366,0.866,-4.514,176.07,7
Pepas,Farruko,76,2021,0.762,0.766,-3.955,130.001,7
Seven (feat. Latto),Jung Kook,76,2023,0.782,0.839,-3.933,124.994,11
Agora Hills,Doja Cat,76,2023,0.755,0.687,-6.247,123.01,8
MONTERO (Call Me By Your Name),Lil Nas X,76,2021,0.593,0.503,-6.725,178.781,8
Dancing With A Stranger (with Normani),Sam Smith,75,2020,0.741,0.52,-7.513,102.998,8
"yes, and?",Ariana Grande,75,2024,0.787,0.775,-6.614,118.998,1
Need to Know,Doja Cat,75,2021,0.664,0.609,-6.509,130.041,1
WAP (feat. Megan Thee Stallion),Cardi B,75,2020,0.935,0.454,-7.509,133.073,1
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,75,2021,0.65,0.825,-4.645,118.091,0
I Can Do It With a Broken Heart,Taylor Swift,75,2024,0.701,0.751,-8.39,129.994,0
TEXAS HOLD 'EM,Beyoncé,75,2024,0.727,0.711,-6.549,110.012,2
WE PRAY - Single Version,Coldplay,75,2024,0.754,0.53,-8.098,135.992,5
Higher Love,Kygo,75,2020,0.693,0.678,-7.159,103.952,8
My Universe,Coldplay,75,2021,0.573,0.711,-6.268,105.006,1
Maniac,Conan Gray,75,2020,0.628,0.639,-5.46,108.045,8
Your Love (9PM),ATB,74,2021,0.669,0.784,-5.603,125.993,7
CUFF IT,Beyoncé,74,2022,0.78,0.689,-5.668,115.042,7
Training Season,Dua Lipa,74,2024,0.812,0.587,-4.483,123.041,5
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,74,2022,0.881,0.592,-4.898,101.058,2
willow,Taylor Swift,74,2020,0.392,0.574,-9.195,81.112,7
Bejeweled,Taylor Swift,74,2022,0.687,0.551,-9.202,163.994,7
No Time To Die,Billie Eilish,74,2020,0.344,0.22,-13.218,70.895,4
In Your Eyes,The Weeknd,74,2020,0.667,0.719,-5.371,100.019,7
Static,Steve Lacy,74,2022,0.335,0.305,-12.661,79.001,1
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,74,2021,0.728,0.783,-4.424,77.011,11
Who’s Afraid of Little Old Me?,Taylor Swift,74,2024,0.606,0.338,-10.555,119.88,0
"So Long, London",Taylor Swift,74,2024,0.423,0.533,-11.388,160.218,9
My Boy Only Breaks His Favorite Toys,Taylor Swift,74,2024,0.596,0.563,-7.362,97.073,0
Down Bad,Taylor Swift,74,2024,0.541,0.366,-10.412,159.707,11
Fortnight (feat. Post Malone),Taylor Swift,74,2024,0.504,0.386,-10.976,192.004,11
Lavender Haze,Taylor Swift,74,2022,0.735,0.449,-10.56,97.05,7
But Daddy I Love Him,Taylor Swift,73,2024,0.521,0.72,-7.684,79.943,4
Run,OneRepublic,73,2021,0.682,0.72,-8.176,116.988,11
Words (feat. Zara Larsson),Alesso,73,2022,0.739,0.586,-5.079,124.026,10
ROCKSTAR (feat. Roddy Ricch),DaBaby,73,2020,0.746,0.69,-7.956,89.977,11
THATS WHAT I WANT,Lil Nas X,73,2021,0.737,0.846,-4.51,87.981,1
Miracle (with Ellie Goulding),Calvin Harris,73,2023,0.636,0.869,-5.289,143.011,9
Florida!!! (feat. Florence + The Machine),Taylor Swift,72,2024,0.533,0.573,-7.123,150.088,0
Boy's a liar Pt. 2,PinkPantheress,72,2023,0.696,0.809,-8.254,132.962,5
The Tortured Poets Department,Taylor Swift,72,2024,0.604,0.428,-8.441,110.259,0
Criminals,Meghan Trainor,72,2024,0.654,0.776,-4.818,108.082,4
Lonely (with benny blanco),Justin Bieber,72,2021,0.619,0.241,-7.102,79.461,11
Sharks,Imagine Dragons,72,2022,0.927,0.642,-4.466,123.969,10
The Motto,Tiësto,72,2021,0.754,0.763,-4.627,117.953,7
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,71,2021,0.741,0.691,-7.395,150.087,10
Don't Be Shy,Tiësto,71,2021,0.77,0.787,-3.748,119.986,11
FTCU,Nicki Minaj,71,2023,0.93,0.435,-6.694,144.978,11
Fresh Out The Slammer,Taylor Swift,71,2024,0.33,0.483,-9.394,87.115,9
Savage Love (Laxed - Siren Beat),Jawsh 685,70,2020,0.767,0.481,-8.52,150.076,0
Single Soon,Selena Gomez,70,2023,0.61,0.571,-5.649,105.01,2
